time,weathercode,temperature_2m_mean,apparent_temperature_mean,rain_sum,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,et0_fao_evapotranspiration
1/1/2020,51,26.5,30.7,0.1,10,23.8,316,4.43
1/2/2020,51,27,31.1,0.4,9.2,25.9,252,4.4
1/3/2020,2,27.3,30.9,0,11,27.7,348,4.38
1/4/2020,2,27.2,29.3,0,11.4,28.8,9,5.2
1/5/2020,1,25.8,26.5,0,17,36.4,15,5.83
1/6/2020,1,25.7,26.2,0,15.5,33.5,15,5.87
1/7/2020,1,25.4,25.8,0,20.5,41.8,9,5.92
1/8/2020,1,26.2,28.1,0,11.3,24.1,21,4.99
1/9/2020,2,26.3,29.2,0,13.7,25.9,0,4.98
1/10/2020,51,26.9,31.3,0.7,6.3,19.8,154,3.82
1/11/2020,51,27.1,31.6,0.4,6.5,22.7,61,3.79
1/12/2020,61,26.7,31.6,4.5,10.3,23.8,197,4
1/13/2020,63,26.2,31.4,7.3,8,27,166,3.62
1/14/2020,55,26.8,31.3,2.2,8.7,26.3,37,3.89
1/15/2020,1,26.8,29.6,0,10,26.3,21,4.83
1/16/2020,1,26.9,29.6,0,10.7,25.9,22,4.63
1/17/2020,1,26.4,27.6,0,18.8,39.6,11,5.93
1/18/2020,1,26.3,27.4,0,16.5,36,14,5.59
1/19/2020,3,26.5,28.2,0,12.6,27.4,15,5.28
1/20/2020,1,26.5,28.1,0,13,31.3,3,5.5
1/21/2020,1,26.8,28.9,0,11.5,27.4,360,5.14
1/22/2020,3,26.4,29.7,0,12,25.6,315,3.95
1/23/2020,3,26.8,30.4,0,11.3,26.6,318,4.56
1/24/2020,1,27.2,29.6,0,16.9,36.7,356,5.67
1/25/2020,2,27.6,29.9,0,15.7,34.6,6,5.55
1/26/2020,2,27.5,29.7,0,14.3,33.5,360,5.47
1/27/2020,2,27.6,29.5,0,17.5,37.8,4,5.59
1/28/2020,2,26.2,27.4,0,20.2,41.4,3,4.7
1/29/2020,3,27.7,30.8,0,13.7,25.2,13,4.39
1/30/2020,53,27.8,31.7,3,13.9,32,25,2.89
1/31/2020,61,26.2,29.2,6.8,14,28.8,12,3.31
2/1/2020,55,27.6,31.2,1,12.6,26.3,31,4.52
2/2/2020,51,27.4,30.6,0.2,9.1,20.5,0,4.01
2/3/2020,51,27.8,30.8,0.2,10.7,25.9,6,4.79
2/4/2020,61,25.6,29.1,8.5,9.7,31,19,2.41
2/5/2020,63,27,31.6,5.6,9.8,24.8,43,4.46
2/6/2020,61,26.7,31.5,4.5,10.5,23.4,44,4.37
2/7/2020,55,26.3,31.2,6.4,10.5,25.2,112,4.2
2/8/2020,63,26.7,31.6,4.4,8.7,27.7,207,4.22
2/9/2020,51,27,32.1,1,9.3,21.2,197,4.4
2/10/2020,51,27,31.9,0.6,8.2,21.2,205,4.11
2/11/2020,51,27.2,32.5,0.6,9.7,24.1,278,4.69
2/12/2020,53,27.9,32.2,0.9,7.4,19.8,31,4.38
2/13/2020,51,28,31.6,0.4,10.1,25.9,40,4.59
2/14/2020,2,28.1,31.8,0,9.5,22.7,18,5.16
2/15/2020,51,28.7,32.6,0.1,10.9,25.2,48,4.91
2/16/2020,3,29,32.4,0,9.5,27.7,37,4.99
2/17/2020,2,28.4,30.7,0,10.1,29.2,359,5.75
2/18/2020,3,27.6,30.5,0,13.8,31.3,262,5.01
2/19/2020,2,28.1,30.4,0,12.6,29.5,331,5.15
2/20/2020,2,27.6,29.3,0,14.3,32,327,5.13
2/21/2020,1,27,30.1,0,15.2,33.1,300,5.18
2/22/2020,1,27.5,30.9,0,12.4,29.2,302,5.11
2/23/2020,2,28.2,31.8,0,13.5,30.6,292,5.26
2/24/2020,3,29.6,33.5,0,10,26.6,315,5.27
2/25/2020,63,28.3,32.4,15.3,11.1,29.2,38,3.97
2/26/2020,65,27.5,32.4,16.8,7.3,31.3,61,4.48
2/27/2020,63,26.9,32,19.9,12,29.9,254,4.19
2/28/2020,63,26.9,32.4,13.2,10.6,25.9,316,4.63
3/1/2020,63,27.7,33.1,4.3,9.2,24.5,231,4.53
3/2/2020,61,27.6,33.1,4.4,9.8,24.8,183,4.56
3/3/2020,63,26.9,32.5,17.7,13.3,33.1,145,4.3
3/4/2020,55,26.7,31.8,5.5,10.8,23.4,168,4.24
3/5/2020,53,27.5,32.9,1.2,9.2,25.6,315,4.49
3/6/2020,51,27.6,33.1,2,10.1,23,241,4.46
3/7/2020,3,27.5,32.4,0,9.3,23,254,4.42
3/8/2020,63,27.4,32.7,5.6,8,24.8,172,3.86
3/9/2020,63,27.1,32,6.1,8.1,19.8,78,3.04
3/10/2020,65,26.8,31.9,17.6,6.6,25.6,63,3.15
3/11/2020,53,26.9,31.8,4,8.2,25.9,159,2.34
3/12/2020,61,26,31.2,7.9,7.6,23.4,143,2.04
3/13/2020,63,26.5,32,4.3,13,38.5,125,3.45
3/14/2020,61,27.2,32.8,3.2,13.7,29.5,167,4.44
3/15/2020,53,27.7,33.6,1,8.3,22.3,118,5
3/16/2020,61,27.4,33.3,2.8,8.2,24.8,177,4.35
3/17/2020,61,27.1,33.2,5.2,7.9,25.2,168,4.25
3/18/2020,55,27.2,33.2,2.9,8,23.8,204,4.75
3/19/2020,55,27.3,33,2.9,9.9,22.3,195,4.67
3/20/2020,3,27.9,33.5,0,11.7,24.8,224,4.92
3/21/2020,51,27.6,33.2,2.3,14.4,30.6,262,4.29
3/22/2020,51,27.8,33.1,1.4,15.2,30.2,275,4.68
3/23/2020,51,27.6,33,1.7,15.3,31,256,4.46
3/24/2020,2,27.6,33,0,11.8,25.2,171,4.74
3/25/2020,51,27.7,32.8,0.2,8.8,18.7,201,4.9
3/26/2020,65,27,32.3,28.9,11.3,28.4,124,4.1
3/27/2020,63,26.9,32.3,8,11.2,30.6,81,4.51
3/28/2020,1,27.7,33.4,0,8.6,23.4,182,4.94
3/29/2020,51,27.7,33.8,0.9,10.1,24.5,207,4.52
3/30/2020,2,27.9,33.5,0,12.1,28.1,222,4.77
3/31/2020,53,27.2,32.8,2.1,15.4,32.4,219,4.06
4/1/2020,61,27.2,32.9,3.8,12,29.9,180,4.31
4/2/2020,51,27.1,33,0.9,11.4,31.3,207,4.47
4/3/2020,51,27.7,33.3,1.3,12.6,27.4,272,4.65
4/4/2020,51,28.1,33.6,0.1,8.7,23,180,4.92
4/5/2020,51,27.7,33.2,0.7,10.8,26.3,169,4.53
4/6/2020,63,27.1,32.2,7.2,11,28.1,163,4.14
4/7/2020,63,26.8,32.7,7.3,8.3,24.8,147,4.59
4/8/2020,61,27.4,33.3,3.3,6.5,22.7,129,4.65
4/9/2020,63,27.3,33.1,4.4,11.3,27.7,72,4.19
4/10/2020,61,27.8,33.7,4.3,8.4,24.1,155,4.82
4/11/2020,65,26.9,32.4,22.3,13,26.6,221,3.87
4/12/2020,63,26.9,32.5,19.5,12.3,24.5,178,4.15
4/13/2020,63,26.3,31.9,22.2,9,26.6,168,2.95
4/14/2020,63,26.8,32.5,9.4,9.8,24.8,143,3.85
4/15/2020,63,27.3,33,6,8.7,23,143,3.44
4/16/2020,63,27.3,32.9,6.3,10.6,21.2,143,4.18
4/17/2020,63,27.2,33.2,7.2,5.8,22.3,43,4.57
4/18/2020,63,26.7,32.4,11.9,9.9,23.8,176,3.45
4/19/2020,61,27.6,33.6,2.5,8.9,24.5,200,4.37
4/20/2020,53,27.4,33.7,2.3,10.2,28.8,212,4.5
4/21/2020,53,27.9,33.7,1.4,10.2,21.6,180,4.61
4/22/2020,53,27.5,33.5,3.7,11.6,27.7,191,4.43
4/23/2020,53,27.8,33.6,2.1,11.7,27,218,4.62
4/24/2020,61,27.7,33.4,3.4,12.4,26.6,180,4.38
4/25/2020,61,27.3,33.2,5.8,12.5,29.2,192,4.03
4/26/2020,61,27.3,33.3,5.3,11.8,28.4,183,3.98
4/27/2020,63,27.4,33.6,13.1,11,26.3,174,4.25
4/28/2020,63,27,32.6,8.7,11.3,25.9,160,3.58
4/29/2020,63,27.2,33,5,12.2,28.1,191,3.38
4/30/2020,55,27.6,33.5,3,14.5,34.2,197,4.26
5/1/2020,61,27.7,33.6,5.3,13,31,220,3.95
5/2/2020,55,27.6,33.7,4.3,11.9,26.3,234,4.06
5/3/2020,61,27.6,33.8,3.2,10.8,27.4,177,3.88
5/4/2020,63,27.3,33,10.2,11.9,24.5,182,4.08
5/5/2020,61,26.9,32.4,8.1,12.3,27.7,174,3.37
5/6/2020,55,27.3,32.3,3.5,13.8,26.6,157,2.37
5/7/2020,63,27,32.5,10.2,10.4,26.3,190,3.65
5/8/2020,63,26.2,31,23.2,14.9,33.8,181,2.5
5/9/2020,63,26.6,31.5,10.5,16.4,34.9,181,3.04
5/10/2020,63,26.8,32.2,20.9,14.6,33.1,169,3.38
5/11/2020,65,27.1,32.9,16.6,12.2,31,194,4.07
5/12/2020,65,26.6,32.3,21.3,15.1,33.1,223,3.67
5/13/2020,61,26.4,32,9.1,12.5,28.4,202,3.39
5/14/2020,63,26.8,32.5,11.5,13.6,30.2,234,3.68
5/15/2020,53,27.2,32.9,3.3,9.8,23,184,3.64
5/16/2020,63,26.2,31.2,22.3,13.4,28.1,190,2.94
5/17/2020,61,25.8,30.8,18.9,12.8,27.7,172,1.9
5/18/2020,63,25.9,31.6,17.4,12.6,30.2,217,2.68
5/19/2020,61,26.5,31.8,6,14.5,33.1,231,3.08
5/20/2020,63,25.8,30.8,26.7,18.6,43.2,245,2.09
5/21/2020,63,26.3,31.3,14.6,18.4,44.3,236,1.76
5/22/2020,55,26.5,31.8,7.8,14.2,32,231,2.95
5/23/2020,63,26.1,31.3,13.9,15.9,36.7,230,2.54
5/24/2020,63,25.6,30.1,37.5,21.4,42.5,238,1.71
5/25/2020,63,25.5,30.5,22.4,15.8,31.7,233,1
5/26/2020,63,26.1,30.6,17.4,15.8,35.3,199,2.58
5/27/2020,63,26.3,30.3,20.5,21.4,47.9,215,2.71
5/28/2020,61,27.2,31.5,10.2,23.3,54,241,3.25
5/29/2020,51,28,32.3,2.7,23.4,52.2,270,4.58
5/30/2020,53,28,32.1,4.7,26.4,49.7,255,4.2
5/31/2020,55,27.4,32.6,8,19.1,42.5,242,3.53
6/1/2020,63,26.5,31.4,13.8,17.6,37.8,220,2.5
6/2/2020,63,26.1,31.1,29.9,18.7,42.5,237,2.26
6/3/2020,61,26.6,31.4,16.6,19.1,45.7,257,2.89
6/4/2020,63,26.6,31.4,18.9,17.9,40.3,241,2.95
6/5/2020,61,26.9,31.7,11.1,19.6,39.2,242,3.38
6/6/2020,65,26.1,30.6,35.7,17.9,41.4,228,1.99
6/7/2020,63,26.2,30.5,48.6,21.9,44.6,244,2.25
6/8/2020,61,26.5,30.3,14.5,25.6,52.2,244,3
6/9/2020,61,26.6,30.7,13.4,24.8,62.3,241,3.38
6/10/2020,61,26.7,31.3,7.2,19.5,54.7,246,3.25
6/11/2020,51,26.8,31.6,3.9,19.7,49.7,238,3.3
6/12/2020,51,27.1,31.9,1.6,18.8,46.1,223,3.57
6/13/2020,61,26.3,31,7.3,19.5,42.8,233,3.37
6/14/2020,61,26.6,31.4,10.3,16.5,42.8,252,3.34
6/15/2020,63,26.4,30.8,11.6,20.4,42.8,244,3.08
6/16/2020,61,26,30.6,8.5,18.2,39.6,242,2.41
6/17/2020,63,26.8,31.2,10.2,20.2,44.3,247,2.93
6/18/2020,61,26.1,31.2,10.4,16.3,38.9,224,3.18
6/19/2020,51,26.3,30.9,2.1,18.4,44.3,220,3.51
6/20/2020,53,26.4,30.9,3.5,20.9,47.9,231,3.83
6/21/2020,61,25.9,30.3,11,20.9,46.4,236,2.6
6/22/2020,61,26.1,30.4,6.6,17.7,40.3,234,2.74
6/23/2020,61,26.2,30.9,5.2,16.4,38.9,244,3.07
6/24/2020,61,26.2,31.1,6.1,15.9,38.5,252,2.74
6/25/2020,61,26.3,31.2,9.6,19.3,44.3,267,2.87
6/26/2020,63,26.7,31.2,14.3,18.1,49,261,3.27
6/27/2020,63,26,30.6,10.9,19.9,46.1,263,2.57
6/28/2020,61,26.3,31.4,8.4,14.4,43.9,269,3.18
6/29/2020,63,26.3,31.5,11.2,14.8,40.3,272,3.1
6/30/2020,63,26.2,31.2,14.2,15.2,33.5,259,3.18
7/1/2020,61,26.5,31.2,3.8,17.4,35.3,260,3.54
7/2/2020,61,26.1,31.3,7.4,15.5,34.9,240,2.65
7/3/2020,51,26.8,32.2,1.8,15.9,33.8,252,3.57
7/4/2020,53,27,32.1,4.5,17.7,37.1,249,3.84
7/5/2020,53,27,31.9,5.1,18.5,37.8,250,3.84
7/6/2020,63,26.8,31.4,7.9,20.1,46.1,247,3.24
7/7/2020,55,26.9,30.8,3.9,20.4,48.2,269,3.8
7/8/2020,61,26.1,30.4,7.7,18.4,52.6,268,2.77
7/9/2020,61,25.7,29.6,11.4,21.5,51.1,251,2.65
7/10/2020,61,25.6,29.8,14,23.5,48.6,247,2.84
7/11/2020,63,25.6,30,21.6,17.4,51.1,257,2.67
7/12/2020,63,26,30.8,7.9,17.4,49.3,257,2.85
7/13/2020,53,26.2,30.5,4,24.2,56.2,262,3.16
7/14/2020,61,26.3,30.4,5.9,17.8,56.5,261,3.46
7/15/2020,63,26,30.7,12.9,18.3,51.8,278,2.35
7/16/2020,61,26.1,30.2,10.7,20,50,285,2.59
7/17/2020,53,26.5,30.9,2.5,19.5,47.9,288,3.68
7/18/2020,51,26.3,30.7,1.4,22.7,51.5,290,3.84
7/19/2020,51,26.4,30.5,2.3,23.1,51.8,270,3.78
7/20/2020,51,26.5,31.1,1,18.4,38.9,272,3.85
7/21/2020,51,26.7,31,0.9,18.4,41,266,4.12
7/22/2020,1,26.7,30.8,0,21.7,42.8,276,4.28
7/23/2020,51,26.6,30.7,0.3,19.8,47.9,283,4.17
7/24/2020,51,26.6,30.4,0.2,21.4,48.6,281,4.02
7/25/2020,51,26.3,30.5,1,19.1,42.1,272,3.58
7/26/2020,2,26.3,30.6,0,20.5,43.9,278,3.66
7/27/2020,51,26.4,30.8,1.2,19.8,42.8,271,3.72
7/28/2020,51,26.4,30.5,2.7,18.8,40.7,270,3.91
7/29/2020,51,26.3,30.4,4.5,20.8,41.4,254,3.48
7/30/2020,63,25.6,29.9,9.7,17.8,38.2,232,2.86
7/31/2020,63,25.7,30,11,18.6,45.4,240,2.91
8/1/2020,61,26.2,31,6.6,16.3,40.3,240,3.54
8/2/2020,63,26.1,31.1,8.8,15.7,36.7,219,3.34
8/3/2020,51,26.4,31.5,2.6,15.3,36.7,250,3.59
8/4/2020,51,26.6,31.2,2,16.7,40.7,258,3.85
8/5/2020,51,26.6,30.3,3.2,21.7,46.4,258,4.2
8/6/2020,53,26.4,30.6,3.2,22.2,49.7,263,3.62
8/7/2020,55,25.8,30,4.4,20.2,47.9,268,2.99
8/8/2020,61,25.6,29.9,10.8,19.6,49,259,2.78
8/9/2020,53,26,30.8,4.2,17.8,43.6,264,2.58
8/10/2020,55,26.4,30.9,3.6,18,46.4,268,3.48
8/11/2020,51,26.5,30.3,2.4,21.6,51.8,267,3.67
8/12/2020,51,26.1,30.3,3.8,21.3,49.7,270,2.55
8/13/2020,61,26.2,31.3,6.5,16.5,47.5,257,3.07
8/14/2020,63,25.8,29.9,16.4,18.6,47.2,257,2.86
8/15/2020,63,25.7,29.3,18.6,21.1,53.3,267,2.35
8/16/2020,53,26.2,29.5,3.4,23.2,62.6,265,3.28
8/17/2020,55,26,29.8,8.2,23.4,58.3,281,3.13
8/18/2020,63,25.8,29.1,7.4,20.5,61.2,284,2.99
8/19/2020,63,25.9,29.3,6.3,22,55.1,273,3.05
8/20/2020,53,25.9,29.9,2.5,21.8,54.4,280,3.46
8/21/2020,51,25.9,30.8,0.9,18,43.6,283,4.12
8/22/2020,51,25.8,30.7,0.6,16.6,41,272,3.88
8/23/2020,51,26,30.4,0.1,17.2,37.4,270,3.53
8/24/2020,51,26,30.3,0.4,16.9,34.9,257,3.48
8/25/2020,51,26,30.2,0.9,19.5,39.2,260,3.52
8/26/2020,51,25.9,30,0.9,20.4,41,270,3.52
8/27/2020,53,26.1,30.5,2.5,21.6,46.4,264,3.83
8/28/2020,51,26.2,30.6,0.3,19.2,39.2,267,3.77
8/29/2020,51,26,30.3,0.7,20.3,43.2,256,3.71
8/30/2020,51,26.1,30.4,1.4,20.2,41.8,254,3.91
8/31/2020,53,26.4,30.9,2.7,18.5,43.6,244,4.21
9/1/2020,51,26.2,30.9,1.2,15.3,36.7,240,4.14
9/2/2020,51,26.3,31.2,2.2,16.4,35.3,248,4.37
9/3/2020,2,26.2,31,0,15.5,33.1,242,4.24
9/4/2020,51,26.2,30.5,0.1,16.6,34.6,240,4.29
9/5/2020,2,26.5,30.8,0,14.1,31.7,251,4.7
9/6/2020,2,26.9,30.3,0,18.9,40,254,4.66
9/7/2020,53,26.9,30.6,2.7,20.2,41.8,267,4.6
9/8/2020,51,26.5,31,0.8,17.1,36.4,278,4.56
9/9/2020,51,26.9,31.6,1.2,16.8,36.7,255,4.25
9/10/2020,51,26.7,31.4,0.2,16.8,35.6,258,4.29
9/11/2020,2,27.1,32,0,14.8,32.4,259,4.77
9/12/2020,2,27.6,32.2,0,13.7,29.2,242,5.07
9/13/2020,2,27.3,31.6,0,14,32,239,4.67
9/14/2020,2,27.3,31.6,0,16.3,36,227,4.62
9/15/2020,51,27.4,31.6,0.1,15.8,34.6,245,4.6
9/16/2020,51,27.6,31.2,0.2,19.9,40,250,4.58
9/17/2020,51,27.5,31.3,2.8,20.7,46.8,253,3.65
9/18/2020,55,27.1,30.9,5.8,23.7,48.2,248,3.83
9/19/2020,51,26.9,31.2,2.6,19.6,43.9,250,3.06
9/20/2020,61,26.3,30.8,7.3,17.3,42.1,231,3.12
9/21/2020,61,25.7,30.2,11.6,16.6,38.9,217,2.77
9/22/2020,61,26.2,31.3,9.5,13.8,31,207,3.43
9/23/2020,61,26.4,31.7,5.1,14.1,31.3,259,3.57
9/24/2020,63,25.5,30.6,12.3,11.3,30.2,242,2.96
9/25/2020,63,26,31.3,12.4,12.4,29.2,249,3.38
9/26/2020,61,26.6,32.3,3.7,11.6,26.3,243,3.66
9/27/2020,61,26.2,31.7,6.6,13,27.4,196,3.83
9/28/2020,63,26.1,31.8,16,14.3,35.6,241,3.37
9/29/2020,65,25.8,31.2,45.2,12.7,28.4,295,3.04
9/30/2020,65,25.7,30.9,67.7,10.4,25.6,328,2.7
10/1/2020,61,26.2,31.7,10,9.2,23.8,192,3.2
10/2/2020,63,26.1,32.1,10.2,6.6,21.2,288,3.25
10/3/2020,53,26.1,31.8,6,10.3,23,242,2.95
10/4/2020,55,26.7,32.2,5.6,10.5,28.1,259,3.68
10/5/2020,61,26.7,31.6,4.6,11.9,26.6,169,3.25
10/6/2020,63,25.8,30.9,13.9,12,29.2,198,2.75
10/7/2020,63,25.8,31.3,15.3,10.8,22.3,246,2.22
10/8/2020,61,25.5,30.6,16.8,14.6,32.4,319,1.99
10/9/2020,55,26.3,31.5,10.4,15.4,37.4,304,2.63
10/10/2020,61,25.8,30.7,10.2,15.2,32.4,231,2.37
10/11/2020,63,25.7,30.5,11.8,14.9,30.6,195,2
10/12/2020,61,25.4,29.5,5.2,17,32,168,2.66
10/13/2020,63,25.3,29.7,25.7,17.9,38.5,174,3.05
10/14/2020,61,26,31.1,4.4,12.1,28.8,200,3.43
10/15/2020,61,26.4,31.5,5.1,11.5,25.2,186,4.21
10/16/2020,63,26,31.2,7.7,10.3,27,194,3.79
10/17/2020,61,25.7,30.8,4.3,11.7,30.2,314,3.67
10/18/2020,53,26.7,32,1.5,11.6,25.6,264,4.15
10/19/2020,61,26.3,31.9,4.6,9,24.1,197,3.86
10/20/2020,61,25.7,30.9,6.5,7.9,23.4,152,3.2
10/21/2020,61,26.2,31.5,5.4,12,27.4,310,3.68
10/22/2020,63,25.8,30.9,22.8,16.2,32,298,3.55
10/23/2020,63,25.7,30.8,12.2,12,25.2,336,2.68
10/24/2020,65,25.9,31.4,77.4,9.8,24.1,218,3.49
10/25/2020,61,26.1,31.9,5.6,9.4,25.6,55,3.7
10/26/2020,63,26,31.4,15.3,9.9,23.4,34,3.41
10/27/2020,63,25.9,31,9.2,13.1,26.3,357,3.23
10/28/2020,63,25.9,30.6,10.8,13.6,40.3,1,3.45
10/29/2020,51,26.4,30.8,1,20,40.3,336,3.94
10/30/2020,51,26.7,31.4,1.3,15.8,33.5,309,3.93
10/31/2020,63,26.4,31.7,7.8,12.7,33.1,314,3.55
11/1/2020,63,25.7,30.9,12.2,13.3,30.2,346,2
11/2/2020,61,26,31.5,9.1,8.9,24.1,158,3.22
11/3/2020,63,25.7,31.2,15.2,8.1,23.4,353,3.08
11/4/2020,53,26.9,32.5,1.7,10.8,24.8,171,4.31
11/5/2020,63,25.6,30.2,29.3,17.4,34.2,343,2.12
11/6/2020,63,24,26.8,16.7,19.4,37.4,3,1.88
11/7/2020,63,25.3,30,12.9,11.2,22.3,16,2.54
11/8/2020,63,25.6,30.8,17.8,9.8,24.8,55,2.42
11/9/2020,61,25.4,30.7,11.4,8,23.4,329,1.59
11/10/2020,61,26.5,30.6,2.5,15.2,31.7,14,3.71
11/11/2020,2,26.2,29.9,0,16.4,32,348,4.27
11/12/2020,51,25.9,30,0.5,16.2,33.5,329,4.42
11/13/2020,51,26,30.5,1.1,14.4,29.5,319,3.89
11/14/2020,51,26.5,31.4,1.4,12.7,28.1,298,3.86
11/15/2020,2,26.7,31.8,0,10.2,23.4,250,4.68
11/16/2020,53,25.9,31.2,2.1,14.9,31,193,2.99
11/17/2020,53,26.3,31.6,4.4,10.5,24.5,332,3.81
11/18/2020,63,25.7,31.1,19.8,8.2,22.7,141,2.18
11/19/2020,63,25.9,31.4,17.8,10.1,20.9,166,3.13
11/20/2020,61,25.1,30.4,7.6,5.2,17.6,332,1.92
11/21/2020,53,26,31.1,3.1,13.7,27.4,343,3.2
11/22/2020,55,26.5,31.8,2.6,9.1,22,172,4.04
11/23/2020,63,26.2,31.6,14.1,10.9,29.5,137,3.65
11/24/2020,61,25.9,31.3,4.6,8,24.1,351,3.24
11/25/2020,63,26.2,31.5,6.7,7.4,24.5,16,3.7
11/26/2020,61,26.8,31.9,3.6,8,23.8,38,4.12
11/27/2020,61,26.3,30.4,4.1,12.1,23.4,17,3.58
11/28/2020,63,25.7,30.9,17,8.5,23.4,5,2.82
11/29/2020,61,26,31.5,5.8,8,24.8,4,3.51
11/30/2020,63,26.4,31.9,8.7,9.5,25.9,5,3.79
12/1/2020,2,26.8,31.3,0,9.5,19.1,27,4.06
12/2/2020,2,26.7,30.7,0,11.1,24.5,15,4.24
12/3/2020,63,26.3,31.1,10.5,12.5,30.2,42,3.83
12/4/2020,63,26.5,32.4,10.7,8.2,22.7,351,3.88
12/5/2020,65,26.2,32,16.1,7.3,24.5,125,3.21
12/6/2020,61,26.4,31.7,2.9,7.7,24.5,69,3.21
12/7/2020,61,26.4,31.7,3.1,8.7,23,47,3.35
12/8/2020,61,26.9,31.1,2,14.8,29.9,24,3.49
12/9/2020,61,26.3,30.2,4,15.4,27.4,28,2.88
12/10/2020,2,25.7,28.7,0,15.5,36,3,3.26
12/11/2020,1,25.5,28.8,0,11.4,24.8,359,3.97
12/12/2020,1,25.4,28.7,0,17.8,35.3,344,4.5
12/13/2020,1,25.8,28.8,0,20.6,41,358,4.47
12/14/2020,1,26.1,29.1,0,20.9,41.4,350,4.05
12/15/2020,51,25.7,29,1.2,20.1,40.7,352,3.34
12/16/2020,2,25.7,29,0,20.6,40.7,3,4.14
12/17/2020,1,25.6,29.8,0,10.4,22.7,316,4.61
12/18/2020,2,26.3,30.9,0,10.8,19.4,325,4.04
12/19/2020,51,26.5,30.8,0.3,8.7,22,291,3.75
12/20/2020,51,26.4,30.1,0.4,10.5,23.4,4,3.45
12/21/2020,53,25.2,29.1,2.1,14.5,29.9,360,1.72
12/22/2020,61,25.1,29.6,8.8,15.5,34.2,350,2.77
12/23/2020,61,25.7,31.4,8,6.2,23.4,23,3.68
12/24/2020,55,25.9,31.1,5.4,6.9,20.2,34,3.64
12/25/2020,53,26.5,31.6,2.1,6.8,19.4,86,3.87
12/26/2020,61,25.8,31.1,5.7,12.2,29.2,323,3.76
12/27/2020,63,25.8,30.8,5,8.8,24.5,97,3.55
12/28/2020,51,26.1,30.9,0.1,8.2,18.7,296,4.14
12/29/2020,1,26.4,30.6,0,7.1,20.5,26,4.31
12/30/2020,51,26.3,29.7,0.1,9.2,25.2,27,4.37
12/31/2020,2,26.3,29.7,0,12.2,24.1,21,4.36
1/1/2021,2,26.1,28.7,0,14.4,29.9,14,4.58
1/2/2021,1,25.7,27.3,0,16.6,31,11,5.19
1/3/2021,0,26.1,27.8,0,16,31,10,5.21
1/4/2021,3,26,27.6,0,16.9,35.6,13,5.22
1/5/2021,3,26.4,28.9,0,16.8,32.4,8,5.01
1/6/2021,2,26.2,28.2,0,16,29.5,12,4.75
1/7/2021,3,26.8,29.9,0,12,23,358,4.54
1/8/2021,2,27.4,30.1,0,13.7,30.6,16,4.9
1/9/2021,2,27.6,30.8,0,10.2,25.2,18,4.71
1/10/2021,51,27.7,31.3,0.3,10.3,23.8,23,4.46
1/11/2021,61,27.6,30.5,9.6,13.4,31.3,13,4.62
1/12/2021,51,27.3,30.4,0.8,13.5,30.6,25,3.97
1/13/2021,63,26.9,30.7,7.6,13,28.4,12,3.89
1/14/2021,63,27.1,30.7,6.2,14.9,29.2,16,3.99
1/15/2021,51,27.4,30.6,0.5,13.7,25.6,12,4.45
1/16/2021,53,27.2,30.1,0.7,16.7,32,20,4.52
1/17/2021,1,26.7,27.8,0,18.6,35.3,15,5.94
1/18/2021,1,26.2,27,0,16.1,32.8,3,5.73
1/19/2021,3,26.1,27.2,0,16.2,31.7,359,5.74
1/20/2021,1,26.4,28.6,0,15.1,28.1,13,4.33
1/21/2021,2,26.6,29.8,0,10.1,24.8,339,4.62
1/22/2021,2,27.1,30.4,0,12.6,27.4,344,5.23
1/23/2021,2,27.8,31.1,0,11.4,24.8,5,5.24
1/24/2021,2,27.7,31.5,0,11.2,24.1,281,4.82
1/25/2021,51,27.7,32.5,0.1,10.3,23.4,252,4.42
1/26/2021,51,27.8,32.4,1.4,12.1,27,212,4.59
1/27/2021,51,26.9,31.5,2.5,10.9,28.8,200,4.3
1/28/2021,51,26.9,30.8,0.3,14.5,32.4,314,4.47
1/29/2021,1,28.2,30.7,0,10,27,16,5.33
1/30/2021,1,28.2,30.4,0,14.9,32.4,23,5.68
1/31/2021,1,28.8,31.8,0,9.8,26.3,30,5.54
2/1/2021,1,28.7,31.9,0,14.2,31.3,355,5.61
2/2/2021,51,28.4,31.9,0.1,11.4,27.7,9,4.86
2/3/2021,53,28.3,32.5,4.8,9.1,27.7,35,4.27
2/4/2021,65,26.5,31.6,26.3,7.3,24.5,9,3.31
2/5/2021,63,26.3,31.6,11.5,6.5,20.5,29,3.39
2/6/2021,61,26.7,31.8,7.3,7.6,24.5,147,3.66
2/7/2021,55,26.8,32.2,1.3,8.4,23.8,253,4.13
2/8/2021,63,26.2,31.7,17.2,13.8,29.2,181,3.7
2/9/2021,63,25.7,30.8,16.1,14,29.2,152,3.24
2/10/2021,61,26.7,32.3,3.3,12,30.6,229,4.22
2/11/2021,2,27.5,31.7,0,10.7,22.7,30,4.54
2/12/2021,51,27.6,31.3,0.4,14.9,24.8,24,4.84
2/13/2021,51,27.6,31.4,0.3,14.7,29.5,23,4.56
2/14/2021,51,27.3,32.2,0.2,13.2,33.5,14,4.16
2/15/2021,61,26.8,32.4,5,8,23.8,95,4.25
2/16/2021,63,26.5,32.2,14.9,13.1,31.7,210,3.81
2/17/2021,63,26.8,32.3,7.7,11.4,27.7,280,3.57
