time,weathercode,temperature_2m_mean,apparent_temperature_mean,rain_sum,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,et0_fao_evapotranspiration
8/14/2023,51,27,31.4,0.1,21.5,46.4,278,4.01
8/15/2023,51,26.7,31.1,1.8,17.3,38.5,270,2.83
8/16/2023,53,26.8,31.7,3.2,18,38.5,251,3.75
8/17/2023,53,26.3,31,4,17.4,38.2,234,3.11
8/18/2023,55,25.9,30.6,5.1,15.6,40.3,249,2.89
8/19/2023,51,26.4,31,0.3,15.5,33.1,261,3.54
8/20/2023,53,26.6,31.5,3.8,14.9,31,252,3.81
8/21/2023,63,25.9,31.3,10.3,9.7,28.4,210,2.77
8/22/2023,55,26,30.8,2.7,10.5,23.4,204,2.91
8/23/2023,51,26.2,30.9,1.9,13.8,30.6,202,3.98
8/24/2023,53,25.9,30.9,3.5,11.8,31.7,211,4.11
8/25/2023,61,25.9,30.3,8.6,16.4,37.4,215,3.21
8/26/2023,63,25.9,30.3,20.9,17.3,40,252,2.75
8/27/2023,61,26.5,30.5,9.1,21.3,41.4,264,2.61
8/28/2023,61,26.3,30.5,17.3,20,52.2,263,2.94
8/29/2023,63,25.9,30.3,23.7,22.9,47.5,257,2.25
8/30/2023,55,26.7,31.6,3,16.5,43.6,276,3.2
8/31/2023,53,27,31.8,3.2,17.2,38.2,243,4.19
9/1/2023,53,26.5,31.5,5.7,16.5,35.3,240,3.63
9/2/2023,53,26.6,31.5,4.4,16,38.9,241,2.99
9/3/2023,51,26.3,30.9,2,16.5,35.3,235,3.24
9/4/2023,53,25.8,30.4,4.2,16.1,37.1,232,3.33
9/5/2023,61,25.5,29.7,11.6,17.7,41,246,2.75
9/6/2023,61,26.4,30.9,5.8,17.6,44.3,256,2.9
9/7/2023,55,26.8,31.9,4.1,16.6,40,244,3.91
9/8/2023,61,26.6,31.7,2.8,16.1,37.4,241,3.55
9/9/2023,51,27.1,32.1,2.1,16.6,34.6,260,4.2
9/10/2023,53,26.9,31.8,2.2,17.9,36.7,235,3.59
9/11/2023,51,27,31.4,0.2,20.8,40.3,235,3.87
9/12/2023,51,26.9,30.5,2.8,22.2,43.9,239,4.18
9/13/2023,53,26.6,31.4,5.8,17.1,40.7,252,3.35
9/14/2023,55,26.6,31.7,6.2,15,37.8,239,3.4
9/15/2023,63,26.3,31.1,11,17.6,36,230,3.46
9/16/2023,61,26.4,31.5,5.8,12.1,33.8,259,2.81
9/17/2023,61,26.9,32.2,9,15.2,34.6,242,3.38
9/18/2023,51,26.8,32.5,2.7,12.6,30.6,243,3.6
9/19/2023,61,27,32.7,4.7,14,29.9,232,3.82
9/20/2023,61,26.8,32.2,7.6,11.3,27.4,240,3.91
9/21/2023,61,26.3,31.7,8.5,14.6,35.6,245,3.54
9/22/2023,53,27.1,32.2,4.8,13.7,31,241,3.42
9/23/2023,63,27.2,31.8,7.7,21.5,42.1,270,3.52
9/24/2023,55,27.1,32.2,7.5,15.6,33.8,256,3.86
9/25/2023,61,27.2,32.3,6.2,16.3,41,277,3.52
9/26/2023,65,26.3,30.1,30.5,23.4,54.7,247,2.98
9/27/2023,51,27,30.1,0.6,24.2,62.6,265,4
9/28/2023,63,25.5,29.8,14.2,19.1,52.6,301,2.09
9/29/2023,51,26.8,31.9,1.6,16.6,34.9,300,3.87
9/30/2023,55,26.8,32.3,7.5,15.1,33.8,295,3.3
10/1/2023,63,25.4,30.6,24.8,10.8,22.3,312,1.35
10/2/2023,55,26.1,31.5,5,12.6,28.1,252,3.43
10/3/2023,61,26.6,32,5.5,14,29.9,249,3.62
10/4/2023,63,25.8,30.9,13.6,12.9,33.1,214,2.85
10/5/2023,63,25.3,29.6,37.5,17.3,37.8,208,2.01
10/6/2023,53,26.2,30.8,4.6,18.2,44.3,217,3.2
10/7/2023,51,26.9,31.8,0.9,16.8,38.5,204,4.03
10/8/2023,51,27,31.7,2.7,19.1,38.9,213,3.88
10/9/2023,51,27.1,32,1.8,17.7,36,258,3.73
10/10/2023,61,27,32.2,11.8,17.1,40.3,272,2.84
10/11/2023,63,26.7,31.3,8.3,15.9,44.3,278,2.82
10/12/2023,61,26.7,31.8,8.4,18,49,281,3.07
10/13/2023,51,27.2,32.3,1.3,19.8,40.3,272,3.82
10/14/2023,53,27.4,32.5,3.1,19,45.7,256,4.01
10/15/2023,53,26.9,31.8,5.8,18.9,45,224,3.6
10/16/2023,63,26.6,31.2,11.5,19.4,53.6,227,2.86
10/17/2023,53,27.2,31.5,3.6,22.1,49.7,261,3.49
10/18/2023,53,26.9,31.1,4.4,23,47.2,262,3.51
10/19/2023,51,27,32.4,1.5,16.9,33.8,266,3.53
10/20/2023,61,26.5,32,10.1,11.4,27,253,3.18
10/21/2023,55,26.3,31.9,3.6,13,28.8,230,3.58
10/22/2023,53,26.4,31.7,3.8,13,27.7,204,3.59
10/23/2023,53,26.6,31.7,1.7,14.4,28.8,229,4.06
10/24/2023,63,26.3,31.4,4.6,12.7,32.8,285,3.48
10/25/2023,63,26,31.2,11.8,11.3,25.2,311,3.12
10/26/2023,63,25.9,31.1,12.7,11.6,27.4,334,3.15
10/27/2023,53,25.7,30.6,5.6,9.3,19.4,317,1.69
10/28/2023,65,25.6,30.5,47.3,13.9,31.7,324,2.8
10/29/2023,65,25.2,30,101,16.3,34.9,310,1.66
10/30/2023,61,25.3,30.5,15.7,8.7,21.2,359,2.01
10/31/2023,61,26,31.3,9.7,12.4,26.6,304,3.51
11/1/2023,65,25.5,30.5,14.2,15.8,35.3,249,2.19
11/2/2023,61,26.4,31.8,8.4,8.9,24.5,148,4.05
11/3/2023,63,25.6,30.7,20.2,12.6,27.7,178,2.68
11/4/2023,61,25.8,31,9.3,12.1,29.9,214,2.67
11/5/2023,61,25.7,30.9,5.8,7.7,23.8,238,2.45
11/6/2023,63,25.8,30.8,16,17.4,36.7,282,2.39
11/7/2023,63,25.2,29.6,35.2,17.4,41.8,283,2.05
11/8/2023,63,25,28.9,41.2,18.4,38.9,309,1.14
11/9/2023,63,24.7,27.5,34.8,23,48.6,333,1.66
11/10/2023,53,25.3,28.8,2.7,22.7,44.6,337,2.8
11/11/2023,61,25.9,30.7,10.6,15.7,34.9,263,3.2
11/12/2023,61,26.5,30.8,5.1,20.4,42.5,248,2.97
11/13/2023,55,26.2,31.1,5.6,17,45,270,2.98
11/14/2023,61,26,31,8.8,15.1,43.9,267,2.59
11/15/2023,63,25.6,30.1,27,17.9,41.4,255,2.56
11/16/2023,63,26,31.3,18,14.8,38.2,266,2.5
11/17/2023,63,26.1,31.3,10.2,12.5,28.8,307,2.54
11/18/2023,61,26.2,31.4,8.3,15.6,34.2,286,2.91
11/19/2023,61,26.1,31,6.6,16.5,38.5,249,2.7
11/20/2023,2,26.7,31.1,0,17.9,36.4,268,3.98
11/21/2023,2,26.5,30.9,0,11.5,25.6,306,4.26
11/22/2023,3,26.6,30.7,0,16.9,34.2,341,3.87
11/23/2023,63,25.7,30.2,16.5,14.1,28.4,343,2.71
11/24/2023,63,25.3,30.1,9,13,27,14,1.86
11/25/2023,61,25,30.4,11.9,6.6,16.2,111,1.53
11/26/2023,61,26,31.1,3.4,9.2,22,349,3.49
11/27/2023,63,26,31.4,21.2,8.2,21.6,7,3.61
11/28/2023,55,25.6,30.6,9.9,9.4,22,150,2.4
11/29/2023,53,25.9,30.8,1.9,10,25.9,150,2.47
11/30/2023,63,26,31.5,8.5,8,22.7,88,3.71
12/1/2023,63,26.6,31.9,5.7,6.9,20.5,161,3.81
12/2/2023,51,26.3,31.7,1.1,12.6,26.6,338,3.93
12/3/2023,55,26.6,31.9,2.5,9.1,22,193,3.65
12/4/2023,51,26.7,32,1.9,10.6,22.7,200,3.33
12/5/2023,53,26.7,32.2,2,10.4,24.5,312,3.76
12/6/2023,63,26,31.3,4.6,9,20.9,319,3.23
12/7/2023,1,26.9,31.7,0,10,24.1,23,4.11
12/8/2023,53,26.8,31.9,3.7,8,19.8,3,4.08
12/9/2023,63,25.9,31.4,6.4,11.2,25.9,117,3.24
12/10/2023,55,26.8,31.7,1.6,8.9,22.3,44,4.23
12/11/2023,51,27.2,32.3,0.7,8,22.3,40,4.22
12/12/2023,61,26.8,32.1,7.7,7.8,23.8,86,3.83
12/13/2023,63,26,31.3,21.5,6.8,20.5,37,2.48
12/14/2023,63,26,31.2,15.8,9.8,30.2,64,2.6
12/15/2023,61,25.4,30.6,11.6,8,20.5,63,1.51
12/16/2023,51,26.5,31.2,1.1,11.3,23,24,3.87
12/17/2023,51,26.2,30.5,0.1,10.4,23,17,3.42
12/18/2023,63,26.3,31,5.8,10.8,25.6,19,3.66
12/19/2023,51,26.5,29.8,0.3,14.3,29.9,11,3.87
12/20/2023,2,26.6,30.3,0,14.6,27.4,11,4.12
12/21/2023,1,26.5,30.6,0,10.6,25.6,6,4.24
12/22/2023,51,26.6,31,0.5,8.9,22,3,4.11
12/23/2023,51,26.1,29.7,0.1,10.1,21.2,354,4.17
12/24/2023,0,25.5,28.2,0,11.4,23.8,1,5.02
12/25/2023,1,25.4,28.1,0,10.2,20.9,22,4.4
12/26/2023,2,25.8,28.9,0,8.7,18.7,38,3.93
12/27/2023,1,26.3,29.8,0,8.7,16.9,41,4.3
12/28/2023,51,26.8,30.1,0.2,8.9,22,35,4.76
12/29/2023,2,27.2,30.8,0,10,24.1,15,4.76
12/30/2023,53,26.4,31.2,1.4,7.9,22.3,20,3.95
12/31/2023,55,26.7,31.7,2.6,8.4,22.3,23,3.9
1/1/2024,63,26.6,31.3,6.7,9.6,26.3,280,4.05
1/2/2024,61,26.9,31.3,2.1,10.2,24.8,73,4.19
1/3/2024,63,26.6,30.2,11.2,14.1,25.6,77,3.81
1/4/2024,61,26.7,29.8,3.9,16.2,30.6,75,4.12
1/5/2024,61,26.7,29.8,5.6,14.9,31,75,3.16
1/6/2024,51,27.3,31.7,1.2,11.1,23,39,4.14
1/7/2024,51,27.2,31.8,0.5,8.6,21.6,40,4.24
1/8/2024,51,27.2,31.1,0.8,10.5,22.7,72,4.65
1/9/2024,53,27.5,31.3,2.1,10.3,26.6,21,3.94
1/10/2024,51,26.3,30.6,0.4,9.2,21.6,74,2.8
1/11/2024,51,27.2,31.2,0.3,10.4,19.4,90,4.28
1/12/2024,51,27.3,31.9,1.1,9.2,20.5,290,4.11
1/13/2024,53,27.3,32.3,1.8,9.6,25.2,280,4.05
1/14/2024,51,27.1,31.8,1.4,11.1,23.8,311,4.04
1/15/2024,51,27.7,32.7,1.4,8.4,22,223,4
1/16/2024,51,27.8,32,1,8.4,23.4,42,4.35
1/17/2024,53,28.1,31.9,0.9,8.9,25.2,31,4.57
1/18/2024,1,28.4,31.8,0,14.2,29.2,68,5.12
1/19/2024,2,28.3,30.6,0,14.2,32.8,70,5.38
1/20/2024,1,27.1,28,0,18.8,38.2,81,5.95
1/21/2024,1,26.5,28.6,0,16.1,31.7,124,5.51
1/22/2024,2,26.7,30.3,0,14.4,31.7,151,5.26
1/23/2024,2,26.6,30.6,0,13,25.6,235,4.81
1/24/2024,51,26.9,30.8,0.1,13.7,24.5,265,4.63
1/25/2024,51,26.6,30.1,1.2,12.1,26.6,266,4.34
1/26/2024,53,26.1,30,1.9,11.6,25.6,169,4.34
1/27/2024,51,27.2,30.3,0.7,8.4,23,80,5.02
1/28/2024,2,27.5,30.9,0,7.9,19.4,63,4.49
1/29/2024,51,28.1,32.6,0.2,8.9,21.6,251,4.72
1/30/2024,51,28,32.7,0.4,12.3,25.2,147,4.75
1/31/2024,63,26.7,31.7,16.2,9,26.3,322,3.58
2/1/2024,2,27.8,31.8,0,9.7,23,194,5.27
2/2/2024,2,26.7,29.8,0,7.2,19.8,351,4.34
2/3/2024,51,26,29.3,0.1,11.9,27.4,170,4.59
2/4/2024,2,26.7,30.2,0,11.7,25.9,230,5.25
2/5/2024,2,27.7,32,0,12.3,27.7,213,5.25
2/6/2024,2,28.1,30.5,0,10.4,24.5,99,5.48
2/7/2024,51,28.2,30.6,1.2,11.9,27.4,71,4.74
2/8/2024,1,28.2,29.6,0,17,35.6,81,5.7
2/9/2024,2,28.2,30.3,0,14.5,23.8,70,5.49
2/10/2024,51,27.1,30.2,1.1,9.8,22,61,3.76
2/11/2024,63,27.1,32,5.6,11.9,22.3,72,4
2/12/2024,63,26.1,31.4,38.5,11.3,20.9,111,3.22
2/13/2024,61,24.4,28.1,10.6,18.9,36,78,1.39
2/14/2024,51,26.8,30.2,0.8,11.8,24.5,72,4.67
2/15/2024,1,26.6,28.8,0,19.1,37.1,86,5.74
2/16/2024,1,26.6,28.9,0,18.6,36.7,92,5.64
2/17/2024,2,26.6,29.5,0,12.3,27.7,81,5.24
2/18/2024,51,26.3,30.8,1.5,9.5,22.7,121,3.58
2/19/2024,51,26.9,31.7,0.8,7.2,16.9,64,3.4
2/20/2024,51,27.6,32.8,0.3,11.5,25.2,222,4.88
2/21/2024,51,27.7,33,1.2,12.4,25.6,231,4.7
2/22/2024,51,27.5,32.9,0.6,9.7,27,222,4.85
2/23/2024,1,27.6,32.3,0,9.9,21.6,166,4.99
2/24/2024,61,27.7,32,3.2,8.4,22.7,54,4.7
2/25/2024,2,28.5,32.4,0,7.7,20.2,81,4.97
2/26/2024,61,27.9,32.5,3,7.7,24.1,77,4.88
2/27/2024,1,28.5,32.3,0,7.8,24.8,46,5.2
2/28/2024,51,28.8,31.8,0.4,11.6,25.9,67,5.56
3/1/2024,1,28.9,31.2,0,13.4,29.5,68,6.24
3/2/2024,51,28,31,0.3,12.7,29.9,64,4.39
3/3/2024,2,28,30.3,0,18.3,39.2,75,4.87
3/4/2024,53,27.6,30.8,1.7,21,40.3,98,4.99
3/5/2024,51,28.2,31.6,0.1,18.7,37.1,96,5.62
3/6/2024,51,28.1,32.2,0.3,15.3,34.9,120,5.56
3/7/2024,51,28.6,33.4,0.7,11.5,26.3,208,5.25
3/8/2024,51,29.2,33.7,1.1,9,26.6,225,5.08
3/9/2024,51,28.9,33,0.1,12.6,29.5,207,5.4
3/10/2024,51,28.3,32.8,1.5,14.9,32,215,4.89
3/11/2024,53,28.8,33.5,1.4,12,35.6,235,5.34
3/12/2024,63,27.8,32.7,7,12.6,31.3,331,4.58
3/13/2024,63,28.3,33.2,9.3,9.9,25.6,31,4.73
3/14/2024,51,29,33.5,0.3,9.2,25.6,42,4.9
3/15/2024,51,27.9,32.4,0.9,9,22.3,202,3.84
3/16/2024,51,28.6,32.8,0.5,12.4,27,159,3.66
3/17/2024,61,27.7,32.8,7.6,15.5,32.4,188,3.26
3/18/2024,53,27.8,33.4,3.4,14.8,34.2,205,3.97
3/19/2024,53,28,33.6,5.3,17.3,40.3,186,4.43
3/20/2024,53,28,33.1,3.2,17.3,41,181,4.05
3/21/2024,53,28.1,33,6,18.1,38.5,186,4.45
3/22/2024,51,28,33.7,1.4,16.3,34.2,191,4.57
3/23/2024,51,28,33.1,2.2,16,34.6,220,4.27
3/24/2024,51,27.8,32.6,2,13.7,29.2,223,3.82
3/25/2024,51,28,32.9,1.9,14.5,30.6,242,4.45
3/26/2024,51,28.1,32.9,1,9.9,23.8,274,4.51
3/27/2024,53,28,33.1,2.4,7.6,23.4,284,5.14
3/28/2024,51,28.1,33.1,1.8,8.4,22,285,4.93
3/29/2024,51,28.6,33.3,1.3,12.6,27.4,272,5.13
3/30/2024,61,28.1,32.9,3.1,13.8,32,276,4.78
3/31/2024,53,28.2,33.2,1.3,13.5,31,264,4.64
4/1/2024,51,28,32.5,1.8,12.8,27.4,266,4.32
4/2/2024,55,28,33,2.5,12.1,28.8,257,5.04
4/3/2024,51,27.7,32.8,0.7,11.5,29.9,281,4.74
4/4/2024,63,27.2,32.1,53.9,10.8,28.8,294,4.25
4/5/2024,61,26.6,31.7,4.3,10.9,23,284,3.24
4/6/2024,61,26.6,32.2,5.2,11,28.8,235,4
4/7/2024,63,27.4,33.3,5.9,8.3,24.5,271,4.43
4/8/2024,63,26.2,31.7,12,8,20.2,202,2.56
4/9/2024,63,26.1,31.5,16.5,12.8,31,177,3.11
4/10/2024,63,25.6,31,29.7,13.2,30.2,172,2.2
4/11/2024,61,26.4,32,13.7,9.6,24.1,141,2.4
4/12/2024,63,26.3,32.1,17.8,15.3,31.7,235,2.94
4/13/2024,63,26.2,31.2,13.3,15,29.5,271,2.43
4/14/2024,55,27,32.4,4.4,14.2,30.6,262,3.98
4/15/2024,51,27.8,33.4,1,15.5,30.6,266,4.76
4/16/2024,51,27.9,33.1,1.7,16.1,34.2,266,4.41
4/17/2024,63,27.5,33.1,5.2,14.8,29.2,239,4.03
4/18/2024,61,26.8,32.7,10.4,12.7,28.4,199,3.62
4/19/2024,61,26.7,32.4,6.6,12.3,28.8,192,3.18
4/20/2024,53,27.9,33.9,2.3,13.1,28.4,224,4.24
4/21/2024,61,27.2,33.2,4.7,13.3,27.7,266,4.11
4/22/2024,61,26.6,32.3,6.4,11.4,27,269,3.35
4/23/2024,63,26.8,32.8,9.2,9,23.8,158,3.84
4/24/2024,61,27.6,33.4,6.5,9.6,24.1,88,4.43
4/25/2024,61,27.1,33.2,8,8.3,22.7,258,3.68
4/26/2024,61,27.6,34.1,4.5,9.8,24.1,249,4.44
4/27/2024,61,27.5,33.6,6.4,8.8,24.1,275,4.21
4/28/2024,61,27.7,33.6,3.6,11.5,25.2,285,4.04
4/29/2024,51,28.1,34,0.7,11,25.6,230,4.11
4/30/2024,53,27.8,34.1,5.5,14.1,32,198,3.91
5/1/2024,55,27.7,33.1,7.3,17.5,37.8,206,3.25
5/2/2024,61,28.2,34.3,9.9,16.3,34.9,192,3.75
5/3/2024,63,27.8,34.4,5,13.8,28.4,229,3.96
5/4/2024,53,27.7,33.8,5,14.1,31.3,208,3.84
5/5/2024,55,27.5,33.2,8.3,13.1,34.6,224,3.72
5/6/2024,51,27.8,33.6,2.4,14.6,38.5,177,3.59
5/7/2024,51,28.6,34.2,3.5,16.9,37.1,176,3.95
5/8/2024,55,28.5,34,6.4,18.7,36.4,189,3.58
5/9/2024,63,27.3,32.4,19.5,20,41.4,204,3.11
5/10/2024,63,27.6,32.2,24.7,20.9,49.3,188,3.57
5/11/2024,61,27.7,32.3,8.6,23.1,49.3,207,4.08
5/12/2024,63,26.5,31,15.4,19,42.8,210,2.87
5/13/2024,63,25.8,29.8,31.9,22.1,50.4,208,1.91
5/14/2024,63,25.7,29.2,71.8,22.7,46.8,210,0.96
5/15/2024,55,27,31.5,10.1,18.8,46.4,204,3.2
5/16/2024,63,26.8,31.2,16.5,22.9,50.8,217,3.02
5/17/2024,63,26.5,30.2,27.8,23.9,55.4,230,2.64
5/18/2024,63,26.7,30.8,21.5,23.7,52.2,232,3.41
5/19/2024,61,26.8,31.2,10.4,20,46.8,227,3.47
5/20/2024,53,27.3,32.3,2.5,17.5,43.6,221,3.83
5/21/2024,51,27.4,32.7,3.4,17.1,42.5,208,3.65
5/22/2024,51,27.5,32.3,3.7,20.2,45.4,189,3.58
5/23/2024,61,27.2,32.4,9.8,19.2,42.1,198,3.48
5/24/2024,63,26,30.7,24.3,15.1,38.5,224,2.5
5/25/2024,63,26,31.1,18.8,12.8,32,231,3.02
5/26/2024,61,26.4,31.5,9.7,13.3,34.6,224,3.53
5/27/2024,61,26.4,31.5,9.9,15.9,39.2,216,3.42
5/28/2024,61,26.4,31.4,11.5,19.1,43.2,217,3.24
5/29/2024,63,26.1,30.8,17.7,19.9,40.3,225,2.94
5/30/2024,63,25.9,29.8,25.2,23.2,40.3,268,2.69
5/31/2024,63,25.5,30.2,40.7,16.1,46.8,265,1.02
6/1/2024,63,26.6,31.8,12.7,6,46.4,18,2.18
6/2/2024,63,26.9,31.4,11.9,20.9,47.5,195,3.07
6/3/2024,63,26.7,31.1,13.2,18.6,40.7,196,3.17
6/4/2024,61,26.4,31.3,8.7,14.2,32.8,220,3
6/5/2024,53,26.6,31.3,4.9,18.6,37.1,231,3.15
6/6/2024,53,26.2,31.3,5.1,14.3,31.3,236,3.19
6/7/2024,53,26.5,31.5,3.3,15.9,37.1,218,3.24
6/8/2024,53,26.8,31.4,7,19.8,38.9,210,3.61
6/9/2024,63,26.4,30.8,12.2,18.1,37.4,219,3.38
6/10/2024,51,27,31.1,3.4,19.8,39.6,218,3.99
6/11/2024,55,26.7,32,7.1,14.2,32,204,3.53
6/12/2024,63,26.3,31.5,15.3,13.3,37.1,188,2.98
6/13/2024,51,27.1,32.2,3,16.7,36.7,185,3.66
6/14/2024,61,26.8,31.9,7.7,16.3,34.6,189,3.18
6/15/2024,63,25.9,31.2,17.6,14.1,31.7,187,2.73
6/16/2024,61,26.2,31.6,7.1,9,19.4,188,1.38
6/17/2024,61,26.2,31.2,7.8,12.9,32.8,228,2.64
6/18/2024,53,26.4,31.1,5.1,14.6,32,241,3.58
6/19/2024,51,26.7,32.1,2.8,14.6,30.2,215,3.58
6/20/2024,61,26.6,31.8,7.9,14,34.6,211,3.47
6/21/2024,55,26.9,31.9,6.9,18.4,40.7,199,3.3
6/22/2024,61,26.9,32.1,7.9,16.9,41,210,3.51
6/23/2024,61,26.9,32,5,16.2,37.8,206,3.31
6/24/2024,65,26.8,31.6,29.7,18.7,45.7,194,3.02
6/25/2024,61,27,31.5,10,19.2,49,173,3.45
6/26/2024,51,27.6,32.5,2.3,18,41,187,3.74
6/27/2024,53,27.7,32.5,4.6,19.8,39.6,177,4.19
6/28/2024,53,27.4,32.2,4.1,21.1,50,171,3.59
6/29/2024,61,27.4,32,8.4,20.6,53.6,178,3.87
6/30/2024,61,27,30.9,5.5,24.9,56.2,168,3.3
7/1/2024,51,27.5,31.4,0.7,22.9,50.4,171,4.34
7/2/2024,63,27.3,31.3,9.7,23.1,46.4,175,4.23
7/3/2024,61,26.6,29.9,10.5,28.5,57.6,171,2.72
7/4/2024,63,27,31.3,5.9,23,43.6,172,4.1
7/5/2024,63,26.7,31.6,7,16.7,52.9,167,3.59
7/6/2024,63,26.5,31,5,21.9,50,157,3.06
7/7/2024,51,26.4,30.9,0.2,18.9,39.6,141,3.46
7/8/2024,51,26.9,30.4,0.9,23.3,52.9,169,4.51
7/9/2024,55,26.7,31.1,2.8,21.3,53.6,167,3.63
7/10/2024,61,26.6,30.6,5.7,21.4,50.8,188,3.16
7/11/2024,55,26.3,30.9,7.1,16.6,34.9,184,2.57
7/12/2024,51,26.9,31.6,2,18,48.6,199,4.26
7/13/2024,53,26.9,31.2,3.2,19.1,47.5,204,4.29
7/14/2024,61,26.8,31.5,6.4,20.8,48.2,205,3.54
7/15/2024,53,27.1,31.7,5.5,19.1,43.2,197,4.02
7/16/2024,51,27.1,32.8,2.3,15.3,38.9,212,3.78
7/17/2024,53,27.1,32.1,3.9,18.5,33.8,189,3.5
7/18/2024,51,27,31.6,2.4,19.6,39.2,165,3.43
7/19/2024,53,27.3,31.9,2.4,22,35.6,164,4.14
7/20/2024,53,26.7,31.2,3.8,17.6,34.6,181,3.21
7/21/2024,61,26.6,30.9,13.8,18.2,32.4,198,3.41
7/22/2024,53,26.2,30.3,5.5,20.3,36.7,189,2.44
7/23/2024,55,26.5,30.7,4.7,22,46.8,187,3.33
7/24/2024,51,26.3,30.6,1.1,19.1,39.6,178,3.66
7/25/2024,51,26.7,31.3,1.3,15.6,32.4,178,3.56
7/26/2024,63,26.9,32.3,6.5,13.4,29.9,145,3.94
7/27/2024,63,26.3,31.4,17.4,12,27.7,121,3.2
7/28/2024,53,26.3,31.5,4.9,9.7,21.6,156,2.28
7/29/2024,51,26.3,31.4,1.6,8.5,16.2,273,2.34
7/30/2024,53,26.6,31.7,2.3,12.5,28.1,240,3.74
7/31/2024,63,26,30.9,10.4,14.6,30.6,222,3.28
8/1/2024,65,25.7,28.5,25.5,30,61.2,183,1.91
8/2/2024,63,25.9,28.4,18.6,27.6,60.1,187,3.17
8/3/2024,63,25.7,28.5,12.1,25.3,65.9,196,2.75
8/4/2024,55,26.1,28.8,4.7,24.1,58.3,188,3.43
8/5/2024,53,26,29.6,5.4,25.1,57.6,192,2.99
8/6/2024,51,26.2,30.7,1.9,18.4,47.9,201,3.38
8/7/2024,51,26.3,30.4,2.9,19.6,41.4,203,3.89
8/8/2024,51,26.4,30.8,2,22.2,48.6,208,3.83
8/9/2024,51,26.5,31.4,1.8,19.6,45.4,199,4.02
8/10/2024,51,26.4,31.3,0.3,17.3,35.6,181,4.45
8/11/2024,51,26.9,32,1.1,16.2,33.8,170,4.34
8/12/2024,55,27,32.5,3.1,15.1,43.2,179,3.68
8/13/2024,51,26.5,31.7,1.5,18.7,36.7,184,3.9
8/14/2024,51,26.4,31.2,0.8,17.4,34.9,185,3.72
8/15/2024,51,27.1,31.8,0.5,12.9,27,250,4.21
8/16/2024,51,26.8,31,2.3,17.4,35.6,250,4.23
8/17/2024,51,26.5,30.9,2.8,17.8,33.8,218,3.89
8/18/2024,53,26.3,30.7,7.5,19.1,38.5,206,3.69
8/19/2024,51,26.4,31.1,5,16.1,36.7,202,3.62
8/20/2024,51,26.8,31.1,3.1,19.7,39.2,200,3.82
8/21/2024,51,26.6,30.7,4,20.6,42.1,197,3.98
8/22/2024,63,26.2,30.2,13,21.2,45.7,181,3.01
8/23/2024,61,26.3,30.2,9.6,20.4,46.4,172,3.85
8/24/2024,61,26.1,29.9,11.2,20.7,40,177,2.72
8/25/2024,51,26.4,30.7,2.9,17.9,38.2,173,3.85
8/26/2024,63,25.7,29.3,24.6,21.9,43.9,206,3.29
8/27/2024,53,25.9,29.9,3.5,20.6,48.2,180,3.34
8/28/2024,51,26.3,30.7,3.5,20.7,43.2,187,4.08
8/29/2024,61,26,30.5,10.9,15.8,34.6,183,3.38
8/30/2024,63,25.8,31,29,11.2,26.6,178,2.83
8/31/2024,63,24.9,29.4,35.1,11.5,25.2,202,1.59
9/1/2024,61,24.8,29.2,16.5,16.4,33.1,207,1.65
9/2/2024,53,25.9,30.6,5.1,16.9,45.4,228,3.66
9/3/2024,63,25.6,30.2,15.7,17.7,43.2,217,3.01
9/4/2024,61,25.6,29.9,12.6,17.5,32.4,229,2.81
9/5/2024,63,25.5,29.5,34.1,17.4,42.1,212,2.46
9/6/2024,51,26.1,29.9,2.1,18,49,205,3.03
9/7/2024,55,26,30,6.4,23.6,49.7,197,3.19
9/8/2024,53,26.4,30.7,3.1,16.4,37.8,205,3.76
9/9/2024,51,26.4,30.8,3.9,17.2,42.8,208,3.99
9/10/2024,51,26.4,31.2,1.5,18,45.7,202,3.88
9/11/2024,51,26.5,31.4,2.4,16.4,41.8,198,3.96
9/12/2024,53,26.4,31.5,4.1,16.9,40,199,4.33
9/13/2024,51,26.3,31.3,2.1,14.7,30.2,223,3.86
9/14/2024,51,26.3,30.9,3.4,16.2,32.8,241,4.09
9/15/2024,51,26.3,31.7,1.2,13.8,30.6,196,4.14
9/16/2024,51,26.7,31.3,1.1,15.1,31.7,200,4.26
9/17/2024,51,26.4,30.9,3.6,16.6,33.8,207,3.75
9/18/2024,51,26.4,31.2,2.7,15.5,36.7,206,3.66
9/19/2024,53,26.4,31.4,2.7,15,34.6,197,3.23
9/20/2024,51,26.9,32,2.2,16.6,37.4,201,4.12
9/21/2024,51,26.8,31.8,2.6,15.3,33.5,206,3.84
9/22/2024,51,26.8,32,2.4,14.4,31.3,194,4.04
9/23/2024,51,26.9,32.3,0.8,14.6,37.4,178,4.28
9/24/2024,51,26.9,31.6,0.5,18.9,38.9,168,4.22
9/25/2024,53,27.2,32,2.3,16,36,183,4.38
9/26/2024,51,26.5,31.2,0.7,13.7,25.6,175,2.25
9/27/2024,51,27.2,31.6,1.3,18.4,36.4,181,4.45
9/28/2024,53,27,30.8,3.9,19.3,39.6,189,3.9
9/29/2024,53,26.6,30.7,3.4,18.9,41,202,3.72
